Subj_idx,Stimulus,Response,Confidence,RT_decConf,Accuracy,Lag,Trial_length,Condition_Scene,Condition_Orientation,Task
22,probe_right,probe_left,1,NaN,0,-5,14,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-5,10,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-1,14,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-7,14,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-1,12,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-7,11,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-3,10,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-1,15,within_scene,inverted,target_search
22,probe_right,probe_right,4,NaN,1,-3,13,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-7,15,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-7,13,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-3,12,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-5,14,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-1,8,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-3,13,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-5,12,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-3,8,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-1,15,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-5,11,within_scene,inverted,target_search
22,probe_right,probe_right,2,NaN,1,-7,9,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-5,13,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-1,12,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-5,11,within_scene,inverted,target_search
22,probe_left,probe_right,1,NaN,0,-5,11,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-5,8,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-7,15,within_scene,inverted,target_search
22,probe_right,probe_left,3,NaN,0,-3,10,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-1,10,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-5,14,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-1,15,within_scene,inverted,target_search
22,probe_right,probe_right,2,NaN,1,-1,13,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-5,14,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-7,14,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-1,9,within_scene,inverted,target_search
22,probe_right,probe_right,2,NaN,1,-3,10,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-7,12,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-1,8,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-3,9,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-7,8,within_scene,inverted,target_search
22,probe_right,probe_right,1,NaN,1,-1,10,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-3,13,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-5,9,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-3,12,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-1,11,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-7,11,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-3,9,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-7,10,within_scene,inverted,target_search
22,probe_right,probe_right,2,NaN,1,-7,15,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-3,14,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-7,15,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-5,12,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-7,8,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-5,14,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-7,8,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-5,8,within_scene,inverted,target_search
22,probe_left,probe_right,1,NaN,0,-3,10,within_scene,inverted,target_search
22,probe_left,probe_right,1,NaN,0,-3,12,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-5,14,within_scene,inverted,target_search
22,probe_left,probe_right,2,NaN,0,-1,13,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-1,14,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-7,15,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-3,12,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-3,13,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-3,11,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-7,11,within_scene,inverted,target_search
22,probe_left,probe_right,1,NaN,0,-5,11,within_scene,inverted,target_search
22,probe_left,probe_left,3,NaN,1,-1,13,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-1,10,within_scene,inverted,target_search
22,probe_left,probe_left,3,NaN,1,-5,9,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-1,9,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-7,8,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-3,15,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-3,11,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-5,10,within_scene,inverted,target_search
22,probe_right,probe_right,2,NaN,1,-1,8,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-7,14,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-1,12,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-7,9,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-7,10,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-7,9,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-5,10,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-1,15,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-1,13,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-7,15,within_scene,inverted,target_search
22,probe_left,probe_right,1,NaN,0,-5,13,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-5,14,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-1,9,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-3,11,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-3,15,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-3,12,within_scene,inverted,target_search
22,probe_right,probe_right,1,NaN,1,-3,8,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-1,14,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-3,12,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-3,11,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-5,14,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-5,13,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-1,10,within_scene,inverted,target_search
22,probe_left,probe_left,3,NaN,1,-3,12,within_scene,inverted,target_search
22,probe_right,probe_right,2,NaN,1,-5,12,within_scene,inverted,target_search
22,probe_right,probe_right,2,NaN,1,-7,15,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-3,14,within_scene,inverted,target_search
22,probe_left,probe_left,3,NaN,1,-5,9,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-7,13,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-3,15,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-7,10,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-7,14,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-1,10,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-1,15,within_scene,inverted,target_search
22,probe_left,probe_left,3,NaN,1,-1,10,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-5,10,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-3,11,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-7,9,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-1,12,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-1,13,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-7,12,within_scene,inverted,target_search
22,probe_right,probe_right,3,NaN,1,-5,8,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-7,11,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-1,8,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-5,9,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-1,9,within_scene,inverted,target_search
22,probe_right,probe_right,3,NaN,1,-3,8,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-3,15,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-5,9,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-7,14,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-5,11,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-5,13,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-1,11,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-7,8,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-3,15,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-7,13,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-5,11,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-1,14,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-3,13,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-1,14,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-7,12,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-5,11,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-1,8,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-7,13,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-1,9,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-1,12,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-7,15,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-7,10,within_scene,inverted,target_search
22,probe_right,probe_right,1,NaN,1,-1,10,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-5,8,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-7,11,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-7,10,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-7,15,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-3,8,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-5,14,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-3,9,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-1,15,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-1,8,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-3,12,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-3,15,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-1,9,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-3,13,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-5,14,within_scene,inverted,target_search
22,probe_right,probe_right,4,NaN,1,-5,12,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-3,12,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-7,15,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-7,11,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-3,10,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-1,13,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-5,13,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-5,9,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-7,11,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-5,9,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-3,8,within_scene,inverted,target_search
22,probe_left,probe_right,2,NaN,0,-5,10,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-3,14,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-7,13,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-5,11,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-7,8,within_scene,inverted,target_search
22,probe_right,probe_right,2,NaN,1,-7,8,within_scene,inverted,target_search
22,probe_left,probe_right,2,NaN,0,-3,12,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-7,8,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-1,15,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-3,15,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-5,9,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-1,11,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-3,14,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-7,14,within_scene,inverted,target_search
22,probe_left,probe_right,1,NaN,0,-3,10,within_scene,inverted,target_search
22,probe_left,probe_left,3,NaN,1,-3,11,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-1,15,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-3,9,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-3,13,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-5,13,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-5,12,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-1,11,within_scene,inverted,target_search
22,probe_right,probe_left,2,NaN,0,-3,15,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-1,10,within_scene,inverted,target_search
22,probe_left,probe_left,2,NaN,1,-5,13,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-1,10,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-7,13,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-5,11,within_scene,inverted,target_search
22,probe_right,probe_right,1,NaN,1,-3,14,within_scene,inverted,target_search
22,probe_left,probe_right,1,NaN,0,-1,9,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-7,14,within_scene,inverted,target_search
22,probe_left,probe_left,3,NaN,1,-7,8,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-5,12,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-1,9,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-5,10,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-1,10,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-5,15,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-3,12,within_scene,inverted,target_search
22,probe_left,probe_right,1,NaN,0,-7,12,within_scene,inverted,target_search
22,probe_left,probe_left,1,NaN,1,-5,9,within_scene,inverted,target_search
22,NaN,NaN,NaN,NaN,NaN,-1,14,within_scene,inverted,target_search
22,probe_right,probe_left,1,NaN,0,-7,8,within_scene,inverted,target_search
23,NaN,NaN,NaN,NaN,NaN,-3,10,within_scene,inverted,target_search
23,probe_right,probe_right,3,NaN,1,-5,12,within_scene,inverted,target_search
23,probe_right,probe_left,3,NaN,0,-3,9,within_scene,inverted,target_search
23,probe_right,probe_right,1,NaN,1,-5,15,within_scene,inverted,target_search
23,probe_left,probe_right,3,NaN,0,-5,12,within_scene,inverted,target_search
23,probe_left,probe_right,4,NaN,0,-7,14,within_scene,inverted,target_search
23,probe_right,probe_right,3,NaN,1,-7,10,within_scene,inverted,target_search
23,probe_right,probe_right,3,NaN,1,-1,8,within_scene,inverted,target_search
23,probe_left,probe_right,4,NaN,0,-3,11,within_scene,inverted,target_search
23,NaN,NaN,NaN,NaN,NaN,-7,11,within_scene,inverted,target_search
23,probe_right,probe_right,1,NaN,1,-3,8,within_scene,inverted,target_search
23,NaN,NaN,NaN,NaN,NaN,-1,14,within_scene,inverted,target_search
23,NaN,NaN,NaN,NaN,NaN,-3,10,within_scene,inverted,target_search
23,probe_right,probe_right,3,NaN,1,-7,14,within_scene,inverted,target_search
23,probe_right,probe_left,2,NaN,0,-7,9,within_scene,inverted,target_search
23,NaN,NaN,NaN,NaN,NaN,-7,13,within_scene,inverted,target_search
23,probe_right,probe_left,3,NaN,0,-1,12,within_scene,inverted,target_search
23,probe_left,probe_right,4,NaN,0,-3,9,within_scene,inverted,target_search
23,probe_left,probe_left,4,NaN,1,-1,9,within_scene,inverted,target_search
23,NaN,NaN,NaN,NaN,NaN,-7,13,within_scene,inverted,target_search
23,probe_left,probe_right,3,NaN,0,-1,15,within_scene,inverted,target_search
23,NaN,NaN,NaN,NaN,NaN,-3,10,within_scene,inverted,target_search
23,probe_left,probe_right,1,NaN,0,-5,13,within_scene,inverted,target_search
23,probe_left,probe_left,2,NaN,1,-5,11,within_scene,inverted,target_search
23,probe_left,probe_left,2,NaN,1,-1,8,within_scene,inverted,target_search
23,NaN,NaN,NaN,NaN,NaN,-7,15,within_scene,inverted,target_search
23,NaN,NaN,NaN,NaN,NaN,-5,12,within_scene,inverted,target_search
23,probe_right,probe_right,1,NaN,1,-7,13,within_scene,inverted,target_search
23,probe_left,probe_left,1,NaN,1,-5,13,within_scene,inverted,target_search
23,NaN,NaN,NaN,NaN,NaN,-1,14,within_scene,inverted,target_search
23,probe_right,probe_left,2,NaN,0,-5,11,within_scene,inverted,target_search
23,NaN,NaN,NaN,NaN,NaN,-5,12,within_scene,inverted,target_search
23,NaN,NaN,NaN,NaN,NaN,-1,15,within_scene,inverted,target_search
23,NaN,NaN,NaN,NaN,NaN,-1,14,within_scene,inverted,target_search
23,probe_left,probe_left,3,NaN,1,-1,8,within_scene,inverted,target_search
23,probe_left,probe_right,1,NaN,0,-3,8,within_scene,inverted,target_search
23,NaN,NaN,NaN,NaN,NaN,-3,9,within_scene,inverted,target_search
23,probe_right,probe_right,3,NaN,1,-3,11,within_scene,inverted,target_search
23,NaN,NaN,NaN,NaN,NaN,-7,15,within_scene,inverted,target_search
23,NaN,NaN,NaN,NaN,NaN,-5,10,within_scene,inverted,target_search
23,probe_left,probe_left,3,NaN,1,-3,12,within_scene,inverted,target_search
23,probe_left,probe_right,3,NaN,0,-5,13,within_scene,inverted,target_search
23,probe_left,probe_left,3,NaN,1,-3,13,within_scene,inverted,target_search
23,probe_right,probe_left,1,NaN,0,-1,8,within_scene,inverted,target_search
